4214, 0.050, 31.19,28.17
4274, 0.066, 31.15,28.16
4335, 0.089, 31.15,28.24
4395, 0.060, 31.15,28.18
4455, 0.078, 31.15,28.15
4516, 0.108, 31.15,28.15
4576, 0.128, 31.16,28.13
4637, 0.158, 31.20,28.08
4697, 0.210, 31.25,28.15
4758, 0.199, 31.31,28.14
4818, 0.199, 31.40,28.00
4878, 0.284, 31.47,28.02
4939, 0.329, 31.55,27.98
4999, 0.382, 31.70,27.97
5060, 0.429, 31.84,27.96
5120, 0.464, 32.00,28.08
5180, 0.419, 32.17,28.00
5241, 0.438, 32.36,28.00
5302, 0.456, 32.54,28.06
5363, 0.429, 32.80,28.17
5424, 0.350, 32.97,28.26
5485, 0.245, 33.13,28.23
5546, 0.195, 33.25,28.23
5607, 0.160, 33.32,28.26
5667, 0.113, 33.32,28.33
5728, 0.041, 33.32,28.25
5789, 0.042, 33.20,28.25
5850, 0.034, 33.07,28.18
5911, 0.069, 32.97,28.27
5972, 0.039, 32.89,28.25
6033, 0.033, 32.75,28.32
6094, 0.000, 32.57,28.24
6155, 0.006, 32.47,28.26
6216, 0.000, 32.33,28.31
6277, 0.000, 32.21,28.16
6338, 0.051, 32.04,28.24
6399, 0.038, 31.96,28.21
6460, 0.049, 31.82,28.20
6521, 0.063, 31.71,28.15
6582, 0.099, 31.67,28.22
6643, 0.084, 31.57,28.15
6704, 0.115, 31.54,28.13
6764, 0.148, 31.51,28.15
6824, 0.160, 31.53,28.16
6885, 0.164, 31.61,28.21
6946, 0.136, 31.58,28.13
7007, 0.166, 31.60,28.18
7068, 0.159, 31.62,28.07
7129, 0.218, 31.69,28.19
7190, 0.183, 31.69,28.14
7250, 0.196, 31.74,28.11
7310, 0.221, 31.78,28.14
7371, 0.219, 31.87,28.18
7432, 0.194, 31.93,28.17
7493, 0.184, 31.97,28.17
7554, 0.180, 32.00,28.11
7615, 0.208, 32.05,28.11
7676, 0.226, 32.04,28.10
7736, 0.248, 32.07,28.00
7797, 0.318, 32.12,28.08
7858, 0.316, 32.21,28.17
7919, 0.265, 32.27,28.15
7980, 0.244, 32.31,28.14
8041, 0.238, 32.48,28.21
8102, 0.189, 32.50,28.18
8163, 0.182, 32.46,28.11
8223, 0.212, 32.53,28.10
8284, 0.241, 32.52,28.10
8345, 0.256, 32.59,28.19
8406, 0.211, 32.55,28.11
8467, 0.231, 32.57,28.11
8528, 0.246, 32.56,28.07
8589, 0.276, 32.60,28.09
8650, 0.285, 32.66,28.19
8711, 0.231, 32.69,28.22
8772, 0.180, 32.71,28.24
8833, 0.138, 32.67,28.16
8893, 0.158, 32.68,28.14
8954, 0.179, 32.64,28.18
9014, 0.170, 32.64,28.21
9075, 0.144, 32.62,28.25
9136, 0.103, 32.55,28.17
9197, 0.124, 32.50,28.20
9258, 0.117, 32.49,28.36
9319, 0.020, 32.45,28.32
9380, 0.000, 32.36,28.25
9440, 0.004, 32.23,28.19
9501, 0.039, 32.14,28.20
9562, 0.055, 32.02,28.15
9623, 0.095, 31.91,28.21
9683, 0.089, 31.83,28.17
9744, 0.108, 31.78,28.21
9805, 0.094, 31.71,28.23
9866, 0.078, 31.69,28.25
9927, 0.055, 31.58,28.16
9987, 0.096, 31.58,28.08
10048, 0.166, 31.56,28.09
10109, 0.208, 31.55,28.13
10170, 0.210, 31.58,28.17
10231, 0.190, 31.62,28.19
10292, 0.168, 31.65,28.18
10352, 0.157, 31.67,28.17
10413, 0.157, 31.64,28.04
10474, 0.237, 31.70,28.02
10535, 0.298, 31.74,28.07
10596, 0.312, 31.78,28.09
10657, 0.307, 31.91,28.11
10718, 0.296, 31.98,28.14
10778, 0.268, 32.02,28.11
10839, 0.275, 32.14,28.07
10900, 0.298, 32.22,28.08
10961, 0.310, 32.28,28.11
11022, 0.299, 32.38,28.12
11083, 0.285, 32.48,28.21
11144, 0.227, 32.50,28.12
11204, 0.239, 32.60,28.20
11264, 0.199, 32.62,28.23
11325, 0.157, 32.64,28.21
11385, 0.139, 32.63,28.15
11446, 0.164, 32.63,28.23
11507, 0.129, 32.56,28.25
11568, 0.094, 32.48,28.15
11629, 0.131, 32.48,28.25
11689, 0.092, 32.42,28.13
11750, 0.141, 32.32,28.19
11811, 0.132, 32.26,28.09
11873, 0.187, 32.24,28.15
11933, 0.187, 32.13,28.10
11994, 0.221, 32.14,28.06
12056, 0.266, 32.12,28.11
12117, 0.265, 32.13,28.16
12178, 0.237, 32.18,28.18
12238, 0.205, 32.21,28.14
12299, 0.214, 32.23,28.21
12359, 0.174, 32.19,28.04
12420, 0.251, 32.29,28.13
12480, 0.247, 32.28,28.15
12541, 0.232, 32.35,28.14
12602, 0.225, 32.34,28.07
12662, 0.263, 32.32,28.06
12723, 0.297, 32.34,28.10
12784, 0.294, 32.39,28.14
12844, 0.269, 32.47,28.17
12905, 0.239, 32.50,28.17
12966, 0.217, 32.50,28.19
13027, 0.189, 32.52,28.19
13087, 0.173, 32.58,28.17
13148, 0.173, 32.58,28.15
13208, 0.184, 32.59,28.24
13269, 0.135, 32.53,28.20
13330, 0.130, 32.47,28.11
13391, 0.181, 32.44,28.21
13452, 0.149, 32.39,28.24
13513, 0.113, 32.29,28.14
13574, 0.148, 32.29,28.17
13635, 0.151, 32.21,28.14
13696, 0.168, 32.19,28.13
13756, 0.188, 32.17,28.18
13817, 0.172, 32.11,28.19
13878, 0.157, 32.09,28.05
13939, 0.229, 32.05,28.01
14000, 0.298, 32.09,28.07
14060, 0.309, 32.09,28.11
14121, 0.295, 32.14,28.06
14182, 0.317, 32.19,28.09
14243, 0.316, 32.27,28.07
14303, 0.324, 32.32,28.11
14364, 0.311, 32.39,28.11
14425, 0.304, 32.46,28.06
14486, 0.326, 32.54,28.13
14547, 0.298, 32.60,28.16
14608, 0.262, 32.71,28.23
14669, 0.200, 32.75,28.21
14730, 0.167, 32.78,28.16
14791, 0.176, 32.80,28.18
14852, 0.166, 32.71,28.14
14913, 0.183, 32.69,28.12
14973, 0.205, 32.61,28.17
15034, 0.193, 32.60,28.24
15095, 0.143, 32.59,28.24
15156, 0.111, 32.51,28.21
15216, 0.103, 32.43,28.21
15277, 0.097, 32.39,28.16
15338, 0.123, 32.29,28.10
15398, 0.176, 32.25,28.19
15458, 0.154, 32.14,28.13
15519, 0.178, 32.13,28.12
15580, 0.202, 32.07,28.12
15641, 0.217, 32.02,28.12
15702, 0.228, 31.99,28.09
15763, 0.254, 32.05,28.08
15823, 0.277, 32.07,28.10
15884, 0.282, 32.07,28.15
15945, 0.252, 32.12,28.19
16006, 0.214, 32.17,28.11
16066, 0.239, 32.16,28.09
16127, 0.264, 32.21,28.10
16188, 0.272, 32.26,28.07
16249, 0.300, 32.32,28.12
16309, 0.283, 32.31,28.22
16370, 0.213, 32.36,28.16
16431, 0.209, 32.37,28.07
16492, 0.257, 32.41,28.14
16553, 0.242, 32.44,28.14
16614, 0.233, 32.45,28.07
16675, 0.271, 32.47,28.14
16736, 0.251, 32.46,28.16
16796, 0.228, 32.52,28.19
16856, 0.196, 32.52,28.22
16917, 0.156, 32.54,28.18
16978, 0.159, 32.48,28.20
17039, 0.143, 32.44,28.12
17100, 0.180, 32.43,28.11
17161, 0.207, 32.38,28.28
17222, 0.124, 32.29,28.14
17283, 0.157, 32.30,28.18
17344, 0.153, 32.26,28.17
17405, 0.157, 32.18,28.11
17465, 0.192, 32.12,28.09
17526, 0.226, 32.11,28.18
17587, 0.199, 32.08,28.14
17648, 0.204, 32.04,28.08
17708, 0.245, 32.02,28.10
17769, 0.259, 32.07,28.15
17830, 0.236, 32.12,28.14
17890, 0.231, 32.12,28.21
17951, 0.188, 32.12,28.09
18012, 0.232, 32.18,28.14
18073, 0.230, 32.13,28.04
18134, 0.289, 32.14,28.07
18194, 0.306, 32.17,28.09
18255, 0.305, 32.16,28.07
18316, 0.316, 32.31,28.11
18376, 0.300, 32.35,28.15
18436, 0.269, 32.39,28.13
18496, 0.263, 32.48,28.16
18557, 0.242, 32.45,28.11
18618, 0.256, 32.50,28.05
18679, 0.301, 32.53,28.22
18740, 0.227, 32.53,28.14
18800, 0.225, 32.54,28.22
18860, 0.176, 32.50,28.13
18921, 0.198, 32.54,28.18
18982, 0.185, 32.56,28.16
19043, 0.184, 32.50,28.14
19103, 0.196, 32.45,28.13
19163, 0.212, 32.44,28.17
19224, 0.196, 32.39,28.16
19285, 0.190, 32.37,28.16
19346, 0.186, 32.36,28.18
19407, 0.171, 32.25,28.08
19468, 0.221, 32.28,28.14
19528, 0.218, 32.22,27.98
19588, 0.312, 32.27,28.10
19649, 0.300, 32.22,28.17
19710, 0.253, 32.22,28.15
19771, 0.236, 32.22,28.06
19832, 0.280, 32.26,28.08
19892, 0.296, 32.30,28.21
19953, 0.231, 32.32,28.18
20013, 0.207, 32.36,28.13
20074, 0.218, 32.36,28.06
20135, 0.270, 32.34,28.09
20196, 0.281, 32.37,28.12
20257, 0.273, 32.40,28.17
20318, 0.238, 32.43,28.17
20378, 0.218, 32.48,28.14
20439, 0.222, 32.47,28.04
20500, 0.280, 32.43,28.09
20561, 0.288, 32.45,28.14
20621, 0.268, 32.44,28.14
20682, 0.250, 32.47,28.20
20743, 0.208, 32.46,28.04
20804, 0.275, 32.45,28.04
20864, 0.319, 32.47,28.12
20925, 0.295, 32.50,28.16
20986, 0.258, 32.53,28.22
21047, 0.198, 32.55,28.21
21109, 0.170, 32.57,28.18
21169, 0.164, 32.55,28.13
21230, 0.190, 32.52,28.20
21291, 0.165, 32.46,28.12
21352, 0.194, 32.41,28.18
21413, 0.175, 32.42,28.20
21474, 0.155, 32.38,28.20
21535, 0.142, 32.28,28.20
21596, 0.133, 32.25,28.11
21656, 0.179, 32.20,28.22
21716, 0.140, 32.11,28.05
21777, 0.218, 32.09,28.06
21838, 0.261, 32.04,28.06
21899, 0.293, 32.05,28.06
21960, 0.315, 32.05,28.13
22021, 0.289, 32.11,28.21
22082, 0.224, 32.13,28.18
22143, 0.199, 32.17,28.04
22204, 0.267, 32.15,28.04
22265, 0.314, 32.23,28.14
22326, 0.278, 32.28,28.07
22386, 0.305, 32.29,28.14
22446, 0.277, 32.33,28.08
22507, 0.299, 32.36,28.21
22567, 0.234, 32.46,28.09
22627, 0.261, 32.45,28.08
22687, 0.288, 32.49,28.14
22748, 0.264, 32.48,28.16
22809, 0.241, 32.49,28.09
22870, 0.268, 32.50,28.08
22931, 0.287, 32.49,28.07
22992, 0.305, 32.45,28.03
23053, 0.343, 32.51,28.06
23114, 0.349, 32.55,28.11
23174, 0.325, 32.59,28.16
23235, 0.280, 32.62,28.10
23296, 0.291, 32.70,28.19
23357, 0.241, 32.74,28.21
23418, 0.199, 32.77,28.19
23479, 0.179, 32.71,28.06
23540, 0.244, 32.70,28.14
23601, 0.238, 32.68,28.21
23661, 0.187, 32.62,28.11
23721, 0.217, 32.57,28.14
23782, 0.221, 32.57,28.19
23843, 0.191, 32.54,28.19
23904, 0.170, 32.46,28.21
23965, 0.145, 32.41,28.12
24026, 0.184, 32.36,28.10
24087, 0.219, 32.39,28.17
24147, 0.201, 32.33,28.18
24208, 0.180, 32.30,28.10
24268, 0.218, 32.25,28.14
24329, 0.219, 32.23,28.17
24390, 0.198, 32.21,28.20
24451, 0.168, 32.16,28.10
24511, 0.209, 32.12,28.18
24572, 0.190, 32.09,28.06
24633, 0.247, 32.07,28.07
24693, 0.277, 32.07,28.10
24754, 0.282, 32.09,28.14
24814, 0.263, 32.11,28.03
24875, 0.314, 32.11,28.06
24936, 0.329, 32.11,28.06
24996, 0.342, 32.20,28.07
25056, 0.344, 32.32,28.11
25117, 0.325, 32.39,28.14
25178, 0.293, 32.46,28.12
25239, 0.286, 32.50,28.15
25300, 0.260, 32.54,28.09
25360, 0.282, 32.56,28.12
25421, 0.274, 32.60,28.07
25481, 0.298, 32.61,28.11
25542, 0.289, 32.57,28.13
25603, 0.273, 32.58,28.07
25664, 0.303, 32.61,28.07
25725, 0.319, 32.63,28.07
25786, 0.332, 32.66,28.03
25847, 0.362, 32.71,28.14
25908, 0.318, 32.72,28.14
25968, 0.286, 32.77,28.20
26029, 0.235, 32.79,28.17
26090, 0.219, 32.76,28.06
26150, 0.270, 32.77,28.06
26211, 0.302, 32.82,28.21
26271, 0.235, 32.75,28.16
26332, 0.221, 32.71,28.07
26393, 0.263, 32.73,28.13
26454, 0.257, 32.62,28.05
26515, 0.298, 32.64,28.11
26576, 0.290, 32.62,28.11
26637, 0.288, 32.64,28.20
26698, 0.233, 32.61,28.05
26758, 0.284, 32.62,28.11
26819, 0.283, 32.61,28.16
26880, 0.253, 32.65,28.13
26940, 0.250, 32.64,28.14
27001, 0.242, 32.61,28.01
27062, 0.313, 32.63,28.14
27123, 0.281, 32.62,28.21
27184, 0.222, 32.62,28.05
27245, 0.280, 32.58,28.09
27306, 0.292, 32.59,28.11
27367, 0.290, 32.64,28.19
27428, 0.239, 32.57,28.19
27488, 0.207, 32.58,28.13
27549, 0.220, 32.66,28.18
27609, 0.196, 32.60,28.22
27670, 0.158, 32.59,28.13
27731, 0.186, 32.50,28.10
27792, 0.223, 32.42,28.03
27853, 0.286, 32.39,28.04
27914, 0.321, 32.37,28.05
27975, 0.337, 32.36,28.10
28035, 0.323, 32.41,28.14
28095, 0.291, 32.43,28.17
28156, 0.252, 32.45,28.00
28216, 0.327, 32.52,28.09
28277, 0.323, 32.51,28.11
28338, 0.306, 32.53,28.10
28398, 0.304, 32.61,28.10
28459, 0.302, 32.58,28.07
28519, 0.322, 32.67,28.17
28579, 0.270, 32.71,28.17
28640, 0.242, 32.67,28.12
28700, 0.252, 32.67,28.14
28761, 0.241, 32.66,28.02
28822, 0.308, 32.68,28.07
28883, 0.323, 32.72,28.20
28944, 0.254, 32.71,28.18
29005, 0.225, 32.66,28.21
29065, 0.188, 32.66,28.13
29126, 0.207, 32.69,28.21
29187, 0.171, 32.68,28.18
29247, 0.168, 32.52,28.02
29308, 0.257, 32.46,28.00
29369, 0.326, 32.43,28.04
29430, 0.347, 32.46,28.14
29491, 0.300, 32.41,28.14
29552, 0.275, 32.45,28.08
29612, 0.296, 32.48,28.07
29673, 0.312, 32.47,28.04
29734, 0.343, 32.51,28.00
29795, 0.384, 32.51,28.07
29856, 0.372, 32.58,28.06
29916, 0.374, 32.59,28.02
29977, 0.397, 32.69,28.04
30038, 0.401, 32.78,28.04
30098, 0.408, 32.90,28.12
30159, 0.363, 32.98,28.15
30220, 0.313, 32.99,28.12
30281, 0.303, 33.11,28.19
30342, 0.250, 33.15,28.19
30402, 0.215, 33.14,28.18
30463, 0.196, 33.09,28.22
30524, 0.161, 33.04,28.18
30585, 0.164, 32.93,28.13
30645, 0.189, 32.82,28.09
30706, 0.228, 32.79,28.08
30766, 0.260, 32.72,28.15
30827, 0.237, 32.64,28.17
30888, 0.215, 32.56,28.08
30948, 0.250, 32.54,28.13
31008, 0.249, 32.49,28.08
31069, 0.273, 32.44,28.13
31130, 0.262, 32.46,28.15
31191, 0.243, 32.46,28.15
31252, 0.232, 32.47,28.11
31312, 0.245, 32.45,28.11
31373, 0.258, 32.41,28.10
31433, 0.272, 32.43,28.11
31494, 0.270, 32.39,28.11
31555, 0.275, 32.39,28.08
31616, 0.294, 32.43,28.09
31676, 0.302, 32.42,28.00
31736, 0.359, 32.47,28.06
31797, 0.359, 32.48,28.06
31858, 0.364, 32.50,28.02
31919, 0.392, 32.58,27.98
31980, 0.431, 32.62,28.11
32041, 0.378, 32.76,28.08
32101, 0.368, 32.86,28.11
32162, 0.345, 32.88,27.99
32223, 0.401, 32.99,28.11
32283, 0.363, 33.00,28.13
32345, 0.327, 33.11,28.19
32405, 0.269, 33.14,28.19
32465, 0.229, 33.16,28.13
32526, 0.238, 33.16,28.18
32586, 0.212, 33.08,28.07
32647, 0.258, 33.03,28.15
32708, 0.238, 32.95,28.18
32769, 0.210, 32.92,28.05
32829, 0.268, 32.85,28.10
32890, 0.278, 32.81,28.07
32951, 0.300, 32.76,28.12
33012, 0.284, 32.80,28.22
33073, 0.216, 32.79,28.25
33134, 0.155, 32.75,28.20
33194, 0.144, 32.67,28.14
33255, 0.169, 32.57,28.14
33315, 0.189, 32.54,28.08
33376, 0.237, 32.50,28.18
33437, 0.204, 32.45,28.17
33498, 0.193, 32.37,28.19
33559, 0.173, 32.35,28.17
33620, 0.170, 32.24,28.10
33681, 0.213, 32.21,28.01
33742, 0.292, 32.13,28.03
33803, 0.329, 32.12,27.97
33864, 0.392, 32.15,28.04
33925, 0.392, 32.20,28.07
33985, 0.374, 32.26,28.04
34046, 0.388, 32.37,28.08
34106, 0.371, 32.41,28.11
34167, 0.346, 32.53,28.08
34227, 0.345, 32.59,28.08
34288, 0.345, 32.68,28.04
34348, 0.368, 32.71,28.03
34409, 0.388, 32.77,28.12
34470, 0.349, 32.90,28.16
34531, 0.298, 32.89,28.14
34592, 0.278, 32.90,28.07
34653, 0.310, 32.96,28.02
34714, 0.354, 33.00,28.18
34774, 0.288, 33.02,28.21
34835, 0.230, 32.93,28.12
34896, 0.243, 32.92,28.05
34956, 0.292, 32.87,28.10
35017, 0.292, 32.83,28.08
35078, 0.306, 32.84,28.08
35139, 0.316, 32.79,28.05
35199, 0.338, 32.79,28.09
35260, 0.329, 32.76,28.10
35321, 0.318, 32.80,28.17
35381, 0.273, 32.79,28.09
35442, 0.288, 32.84,28.16
35503, 0.255, 32.82,28.17
35563, 0.231, 32.77,28.17
35624, 0.215, 32.75,28.08
35685, 0.254, 32.76,28.18
35746, 0.217, 32.68,28.07
35807, 0.265, 32.63,28.05
35868, 0.305, 32.61,28.07
35929, 0.315, 32.57,28.22
35990, 0.233, 32.57,28.15
36050, 0.227, 32.60,28.13
36111, 0.234, 32.55,28.09
36171, 0.260, 32.47,28.04
36232, 0.310, 32.49,28.10
36293, 0.302, 32.51,28.14
36354, 0.275, 32.48,28.13
36415, 0.264, 32.49,28.11
36476, 0.270, 32.46,28.04
36536, 0.316, 32.45,28.08
36597, 0.318, 32.49,28.06
36658, 0.334, 32.51,28.04
36719, 0.358, 32.53,28.18
36780, 0.289, 32.57,28.11
36841, 0.286, 32.61,28.12
36901, 0.279, 32.56,28.04
36962, 0.320, 32.59,28.07
37023, 0.331, 32.63,28.17
37084, 0.280, 32.65,28.14
37145, 0.261, 32.65,28.13
37205, 0.257, 32.68,28.05
37266, 0.303, 32.68,28.04
37327, 0.334, 32.62,28.04
37388, 0.354, 32.62,27.97
37449, 0.413, 32.62,28.04
37510, 0.406, 32.64,27.98
37571, 0.441, 32.73,28.06
37631, 0.417, 32.81,28.23
37692, 0.304, 32.93,28.18
37753, 0.264, 32.96,28.14
37813, 0.255, 32.94,28.13
37874, 0.253, 32.95,28.08
37935, 0.281, 32.96,28.18
37996, 0.239, 32.93,28.20
38056, 0.200, 32.91,28.14
38117, 0.210, 32.83,28.12
38178, 0.229, 32.75,28.06
38239, 0.274, 32.70,28.00
38300, 0.336, 32.65,28.08
38360, 0.329, 32.57,28.06
38420, 0.343, 32.62,28.15
38480, 0.298, 32.63,28.21
38541, 0.231, 32.63,28.17
38601, 0.214, 32.62,28.13
38662, 0.229, 32.61,28.18
38723, 0.207, 32.59,28.18
38783, 0.193, 32.57,28.19
38844, 0.174, 32.52,28.12
38905, 0.204, 32.48,28.14
38966, 0.211, 32.39,28.16
39026, 0.203, 32.33,27.99
39086, 0.298, 32.32,28.17
39147, 0.250, 32.27,28.10
39208, 0.264, 32.17,28.08
39269, 0.283, 32.21,28.02
39330, 0.336, 32.24,28.07
39391, 0.335, 32.23,28.09
39452, 0.329, 32.26,28.01
39513, 0.373, 32.29,27.96
39574, 0.428, 32.36,28.00
39635, 0.441, 32.46,28.05
39695, 0.422, 32.57,28.09
39756, 0.390, 32.66,28.10
39817, 0.363, 32.75,28.10
39878, 0.346, 32.79,28.01
39939, 0.387, 32.88,28.05
39999, 0.391, 32.89,28.04
40060, 0.396, 33.00,28.13
40121, 0.348, 33.04,28.23
40182, 0.259, 33.08,28.18
40243, 0.228, 33.09,28.07
40303, 0.278, 33.04,28.09
40364, 0.293, 33.00,28.06
40425, 0.318, 32.95,28.07
40485, 0.329, 33.00,28.05
40546, 0.346, 32.93,28.15
40607, 0.301, 32.96,28.20
40667, 0.241, 32.92,28.15
40728, 0.232, 32.87,28.14
40789, 0.235, 32.91,28.11
40849, 0.248, 32.86,28.21
40909, 0.201, 32.73,28.10
40969, 0.233, 32.72,28.11
41030, 0.249, 32.69,28.16
41091, 0.229, 32.57,28.14
41151, 0.229, 32.52,28.00
41212, 0.308, 32.51,28.15
41273, 0.271, 32.48,28.12
41334, 0.268, 32.49,28.14
41394, 0.250, 32.46,28.14
41455, 0.245, 32.40,28.07
41516, 0.278, 32.40,28.06
41576, 0.309, 32.39,28.04
41637, 0.339, 32.41,28.01
41698, 0.375, 32.45,28.16
41759, 0.310, 32.46,28.10
41819, 0.308, 32.47,28.08
41880, 0.316, 32.51,28.15
41941, 0.282, 32.51,28.05
42001, 0.320, 32.62,28.09
42062, 0.317, 32.61,28.07
42123, 0.326, 32.61,28.07
42184, 0.335, 32.66,28.08
42244, 0.336, 32.65,28.02
42305, 0.371, 32.69,28.12
42366, 0.336, 32.74,28.13
42426, 0.307, 32.75,28.08
42487, 0.317, 32.76,28.06
42547, 0.336, 32.78,28.06
42608, 0.350, 32.82,28.01
42669, 0.386, 32.85,28.05
42730, 0.388, 32.87,28.09
42791, 0.366, 32.94,28.11
42852, 0.341, 33.00,28.19
42912, 0.277, 33.07,28.17
42973, 0.246, 33.06,28.14
43034, 0.241, 33.04,28.10
43095, 0.262, 33.02,28.15
43155, 0.243, 32.96,28.08
43215, 0.275, 32.97,28.11
43276, 0.275, 32.93,28.07
43337, 0.297, 32.93,28.21
43398, 0.227, 32.90,28.10
43459, 0.252, 32.83,28.07
43520, 0.282, 32.82,28.11
43581, 0.283, 32.81,28.13
43642, 0.268, 32.80,28.19
43703, 0.225, 32.79,28.14
43764, 0.229, 32.75,28.15
43824, 0.220, 32.76,28.17
43885, 0.203, 32.71,28.13
43945, 0.218, 32.66,28.09
44006, 0.250, 32.62,28.08
44067, 0.273, 32.60,28.12
44128, 0.267, 32.59,28.16
44189, 0.238, 32.54,28.21
44249, 0.194, 32.53,28.07
44311, 0.249, 32.53,28.09
44371, 0.268, 32.52,28.16
44432, 0.238, 32.51,28.19
44493, 0.201, 32.48,28.11
44554, 0.231, 32.44,28.10
44614, 0.254, 32.43,28.06
44675, 0.292, 32.47,28.17
44736, 0.248, 32.47,28.18
44796, 0.219, 32.48,28.12
44857, 0.234, 32.43,28.08
44918, 0.267, 32.39,28.02
44978, 0.325, 32.43,28.09
45038, 0.316, 32.46,28.09
45099, 0.312, 32.49,28.13
45160, 0.291, 32.55,28.18
45220, 0.243, 32.57,28.21
45281, 0.195, 32.62,28.09
45341, 0.237, 32.58,28.04
45402, 0.295, 32.60,28.05
45462, 0.324, 32.60,28.13
45523, 0.298, 32.61,28.07
45583, 0.313, 32.65,28.18
45644, 0.260, 32.71,28.13
45704, 0.258, 32.72,28.18
45765, 0.225, 32.67,28.14
45826, 0.224, 32.67,28.07
45886, 0.269, 32.68,28.08
45947, 0.289, 32.70,28.16
46008, 0.253, 32.71,28.20
46069, 0.207, 32.71,28.18
46130, 0.193, 32.71,28.18
46191, 0.178, 32.67,28.06
46251, 0.241, 32.63,28.14
46312, 0.235, 32.61,28.09
46373, 0.261, 32.57,28.20
46434, 0.209, 32.61,28.14
46495, 0.214, 32.63,28.20
46555, 0.180, 32.60,28.21
46616, 0.150, 32.57,28.17
46677, 0.156, 32.53,28.12
46737, 0.188, 32.47,28.15
46798, 0.191, 32.45,28.16
46859, 0.189, 32.46,28.18
46920, 0.171, 32.40,28.29
46981, 0.097, 32.37,28.17
47042, 0.121, 32.32,28.15
47102, 0.147, 32.31,28.18
47162, 0.146, 32.19,28.20
47223, 0.133, 32.17,28.11
47283, 0.181, 32.14,28.11
47344, 0.211, 32.07,28.19
47405, 0.181, 32.04,28.11
47465, 0.210, 32.00,28.00
47526, 0.295, 32.04,28.13
47587, 0.270, 32.01,28.15
47648, 0.247, 32.03,28.03
47709, 0.306, 32.04,28.02
47770, 0.350, 32.19,28.14
47830, 0.302, 32.23,28.07
47891, 0.316, 32.31,28.14
47953, 0.288, 32.40,28.17
48013, 0.250, 32.47,28.12
48074, 0.255, 32.54,28.19
48135, 0.217, 32.55,28.18
48196, 0.198, 32.57,28.11
48257, 0.224, 32.57,28.09
48318, 0.252, 32.55,28.07
48378, 0.286, 32.57,28.06
48439, 0.313, 32.53,28.14
48499, 0.281, 32.60,28.17
48560, 0.247, 32.64,28.23
48620, 0.185, 32.66,28.11
48681, 0.217, 32.67,28.21
48742, 0.174, 32.61,28.21
48802, 0.147, 32.60,28.13
48863, 0.182, 32.61,28.19
48924, 0.165, 32.55,28.18
48985, 0.159, 32.50,28.20
49046, 0.144, 32.46,28.12
49107, 0.182, 32.40,28.14
49168, 0.195, 32.37,28.09
49229, 0.229, 32.34,28.20
49289, 0.189, 32.31,28.20
49350, 0.161, 32.32,28.18
49411, 0.160, 32.29,28.21
49472, 0.137, 32.26,28.11
49533, 0.180, 32.21,28.11
49594, 0.209, 32.22,28.14
49655, 0.207, 32.17,28.07
49715, 0.248, 32.15,28.07
49777, 0.280, 32.18,28.05
49837, 0.310, 32.19,28.09
49898, 0.309, 32.23,28.05
49958, 0.332, 32.35,28.21
50019, 0.250, 32.42,28.25
